grax.currentID,grax.deletedAt,grax.deleteSource,grax.restoredFromRecordID,grax.restoredAt,grax.deletedByActivityID,grax.deletedByUser,grax.restoredByActivityID,grax.restoredByUser,Id,LastModifiedDate,CreatedDate,AccountId,Amount,CloseDate,StageName,Type,Snapshot Date
0068X00001ARrMKQA1,,,,,,,,,0068X00001ARrMKQA1,2023-06-28T11:26:50.000+0000,2022-06-15T13:06:25.000+0000,0018X00002xJnZBQA0,84000,2023-08-01,Prospecting,Renewal,06/30/2023
0068X00001ASV7HQAX,,,,,,,,,0068X00001ASV7HQAX,2023-06-29T14:16:34.000+0000,2022-06-30T14:25:37.000+0000,0014o00001k6r1ZAAQ,180000,2023-07-01,Prospecting,Renewal,06/30/2023
0068X00001ECopBQAT,,,,,,,,,0068X00001ECopBQAT,2023-06-29T20:41:03.000+0000,2022-08-15T19:59:59.000+0000,0018X00003CchViQAJ,330000,2023-12-31,Evaluating,New Business,06/30/2023
0068X00001ECpocQAD,,,,,,,,,0068X00001ECpocQAD,2023-06-22T17:42:41.000+0000,2022-08-16T09:03:35.000+0000,0014o00001gJ5ChAAK,139594,2023-07-15,Prospecting,Renewal,06/30/2023
0068X00001ED2wPQAT,,,,,,,,,0068X00001ED2wPQAT,2023-06-22T17:42:41.000+0000,2022-08-22T16:18:51.000+0000,0014600001eyNlEAAU,155008.004844,2023-08-01,Prospecting,Renewal,06/30/2023
0068X00001ED4bgQAD,,,,,,,,,0068X00001ED4bgQAD,2023-06-29T14:28:41.000+0000,2022-08-23T12:08:32.000+0000,0014600001dmElIAAU,73800,2023-08-01,Prospecting,Renewal,06/30/2023
0068X00001EDE9qQAH,,,,,,,,,0068X00001EDE9qQAH,2023-05-24T21:33:07.000+0000,2022-08-25T18:49:01.000+0000,0018X00003CcavrQAB,64500,2023-11-01,Solutioning,Add-on,06/30/2023
0068X00001EDGhsQAH,,,,,,,,,0068X00001EDGhsQAH,2023-06-29T20:24:59.000+0000,2022-08-26T16:52:39.000+0000,0014o00001k6rJLAAY,110000,2023-08-31,Proposal,New Business,06/30/2023
0068X00001EDNGxQAP,,,,,,,,,0068X00001EDNGxQAP,2023-06-28T16:08:56.000+0000,2022-08-29T19:56:43.000+0000,0014o00001k6K8mAAE,76564.971,2023-09-01,Prospecting,Renewal,06/30/2023
0068X00001EDSaLQAX,,,,,,,,,0068X00001EDSaLQAX,2023-06-22T17:42:36.000+0000,2022-08-31T16:33:50.000+0000,0014o00001m5rrVAAQ,41160,2023-09-01,Prospecting,Renewal,06/30/2023
0068X00001EDXqQQAX,,,,,,,,,0068X00001EDXqQQAX,2023-06-22T17:42:41.000+0000,2022-09-02T10:27:49.000+0000,0014600001eyZedAAE,88000,2023-11-01,Prospecting,Renewal,06/30/2023
0068X00001EDYVPQA5,,,,,,,,,0068X00001EDYVPQA5,2023-06-22T17:42:36.000+0000,2022-09-02T14:10:26.000+0000,0014o00001l2fKCAAY,39616.5,2023-09-01,Prospecting,Renewal,06/30/2023
0068X00001EDZvSQAX,,,,,,,,,0068X00001EDZvSQAX,2023-06-22T17:42:41.000+0000,2022-09-03T00:11:44.000+0000,0018X0000347667QAA,66885,2023-09-01,Prospecting,Renewal,06/30/2023
0068X00001EDpfwQAD,,,,,,,,,0068X00001EDpfwQAD,2023-06-29T02:14:04.000+0000,2022-09-09T14:40:35.000+0000,0014600001dm6z4AAA,42500,2023-07-15,Negotiating,Renewal,06/30/2023
0068X00001EE70QQAT,,,,,,,,,0068X00001EE70QQAT,2023-06-28T13:11:53.000+0000,2022-09-16T13:51:01.000+0000,0018X000037p47PQAQ,84613,2023-09-16,Prospecting,Renewal,06/30/2023
0068X00001EEEj2QAH,,,,,,,,,0068X00001EEEj2QAH,2023-06-28T19:06:58.000+0000,2022-09-19T16:25:41.000+0000,0014o00001k6mGLAAY,80000,2024-09-30,Proposal,New Business,06/30/2023
0068X00001EELpaQAH,,,,,,,,,0068X00001EELpaQAH,2023-06-29T16:19:27.000+0000,2022-09-22T10:47:05.000+0000,0014600001ey0jEAAQ,20000,2023-05-01,Prospecting,Add-on,06/30/2023
0068X00001EhHVvQAN,,,,,,,,,0068X00001EhHVvQAN,2023-06-28T13:15:22.000+0000,2022-10-04T00:11:17.000+0000,0014o00001gLEspAAG,193343,2023-10-14,Prospecting,Renewal,06/30/2023
0068X00001EhR6yQAF,,,,,,,,,0068X00001EhR6yQAF,2023-06-22T17:42:36.000+0000,2022-10-07T16:42:25.000+0000,0014o00001hacpTAAQ,60000,2023-11-01,Prospecting,Renewal,06/30/2023
0068X00001EhiftQAB,,,,,,,,,0068X00001EhiftQAB,2023-06-22T17:42:41.000+0000,2022-10-13T13:07:52.000+0000,0014o00001fkEFKAA2,54000,2023-11-12,Prospecting,Renewal,06/30/2023
0068X00001FUTnpQAH,,,,,,,,,0068X00001FUTnpQAH,2023-06-22T17:42:36.000+0000,2022-10-31T16:40:23.000+0000,0014o00001k6oXEAAY,40000,2023-11-10,Prospecting,Renewal,06/30/2023
0068X00001FUTo9QAH,,,,,,,,,0068X00001FUTo9QAH,2023-06-22T17:42:36.000+0000,2022-10-31T16:41:23.000+0000,0014o00001hc9cXAAQ,61750,2024-01-29,Prospecting,Renewal,06/30/2023
0068X00001FUWW0QAP,,,,,,,,,0068X00001FUWW0QAP,2023-06-22T17:42:36.000+0000,2022-11-01T13:29:56.000+0000,0014o00001k6nomAAA,37450,2024-02-20,Prospecting,Renewal,06/30/2023
0068X00001FUcrIQAT,,,,,,,,,0068X00001FUcrIQAT,2023-06-22T17:42:41.000+0000,2022-11-02T12:43:25.000+0000,0014o00001k6pAJAAY,95000,2023-11-01,Prospecting,Renewal,06/30/2023
0068X00001FUcvHQAT,,,,,,,,,0068X00001FUcvHQAT,2023-06-22T17:42:36.000+0000,2022-11-02T13:13:30.000+0000,0014o00001k6qNdAAI,66625,2024-02-01,Prospecting,Renewal,06/30/2023
0068X00001FUdgDQAT,,,,,,,,,0068X00001FUdgDQAT,2023-06-22T17:42:41.000+0000,2022-11-02T14:15:22.000+0000,0014o00001j0oadAAA,84000,2023-11-01,Prospecting,Renewal,06/30/2023
0068X00001FUgpSQAT,,,,,,,,,0068X00001FUgpSQAT,2023-06-22T17:42:36.000+0000,2022-11-02T21:14:43.000+0000,0014o00001oKoKFAA0,55350,2024-01-01,Prospecting,Renewal,06/30/2023
0068X00001FV39DQAT,,,,,,,,,0068X00001FV39DQAT,2023-06-29T19:22:43.000+0000,2022-11-09T21:49:44.000+0000,0018X000037pP90QAE,132900,2023-12-01,Prospecting,Add-on,06/30/2023
0068X00001FV4H5QAL,,,,,,,,,0068X00001FV4H5QAL,2023-06-22T17:42:36.000+0000,2022-11-10T02:01:50.000+0000,0014600001YZTHDAA5,261375,2023-12-29,Prospecting,Renewal,06/30/2023
0068X00001FVHvMQAX,,,,,,,,,0068X00001FVHvMQAX,2023-06-22T17:42:36.000+0000,2022-11-14T14:00:23.000+0000,0014600001acTn1AAE,110000,2023-11-15,Prospecting,Renewal,06/30/2023
0068X00001FVZSiQAP,,,,,,,,,0068X00001FVZSiQAP,2023-06-22T17:42:36.000+0000,2022-11-17T23:23:05.000+0000,0014600001bTt7EAAS,415800,2023-11-01,Prospecting,Renewal,06/30/2023
0068X00001FVrMoQAL,,,,,,,,,0068X00001FVrMoQAL,2023-06-22T17:42:36.000+0000,2022-11-23T13:52:13.000+0000,0014o00001k6r5nAAA,37500,2023-12-23,Prospecting,Renewal,06/30/2023
0068X00001FW63dQAD,,,,,,,,,0068X00001FW63dQAD,2023-06-22T17:42:36.000+0000,2022-11-28T16:05:10.000+0000,0014o00001fkIAWAA2,96000,2023-12-01,Prospecting,Renewal,06/30/2023
0068X00001FWB3kQAH,,,,,,,,,0068X00001FWB3kQAH,2023-05-24T21:33:07.000+0000,2022-11-29T17:03:20.000+0000,0018X0000349dqBQAQ,108750,2023-12-01,Prospecting,Renewal,06/30/2023
0068X00001FWBFFQA5,,,,,,,,,0068X00001FWBFFQA5,2023-06-22T17:42:36.000+0000,2022-11-29T17:44:07.000+0000,0014o00001fksD0AAI,88600,2023-11-30,Prospecting,Renewal,06/30/2023
0068X00001FWReoQAH,,,,,,,,,0068X00001FWReoQAH,2023-06-22T17:42:36.000+0000,2022-12-04T14:56:20.000+0000,0014o00001gLztyAAC,52500,2023-12-01,Prospecting,Renewal,06/30/2023
0068X00001FWYB4QAP,,,,,,,,,0068X00001FWYB4QAP,2023-06-29T20:13:25.000+0000,2022-12-06T16:41:45.000+0000,0014o00001oLWeiAAG,130000,2023-11-30,Evaluating,New Business,06/30/2023
0068X00001FWyiOQAT,,,,,,,,,0068X00001FWyiOQAT,2023-06-27T15:22:00.000+0000,2022-12-13T13:37:03.000+0000,0014o00001k75SAAAY,72000,2023-10-01,Prospecting,Renewal,06/30/2023
0068X00001GHV2tQAH,,,,,,,,,0068X00001GHV2tQAH,2023-06-22T17:42:36.000+0000,2022-12-16T17:08:29.000+0000,0014o00001k6uwfAAA,82500,2024-01-01,Prospecting,Renewal,06/30/2023
0068X00001GHhPPQA1,,,,,,,,,0068X00001GHhPPQA1,2023-06-29T20:14:54.000+0000,2022-12-20T16:16:19.000+0000,0014o00001k6o9HAAQ,200000,2023-08-31,Proposal,New Business,06/30/2023
0068X00001GIQX4QAP,,,,,,,,,0068X00001GIQX4QAP,2023-06-22T17:42:41.000+0000,2023-01-03T14:38:23.000+0000,0014600001exvfoAAA,84000,2024-02-01,Prospecting,Renewal,06/30/2023
0068X00001GIvoaQAD,,,,,,,,,0068X00001GIvoaQAD,2023-06-22T17:42:36.000+0000,2023-01-09T16:17:17.000+0000,0014o00001k6qW1AAI,78782.22,2024-01-06,Prospecting,Renewal,06/30/2023
0068X00001GJ6jVQAT,,,,,,,,,0068X00001GJ6jVQAT,2023-06-22T17:42:36.000+0000,2023-01-11T20:24:04.000+0000,0014o00001k6qCfAAI,26740,2024-02-01,Prospecting,Renewal,06/30/2023
0068X00001GJv1aQAD,,,,,,,,,0068X00001GJv1aQAD,2023-06-22T17:42:36.000+0000,2023-01-23T21:32:58.000+0000,0014o00001gIkYhAAK,125000,2024-04-01,Prospecting,Renewal,06/30/2023
0068X00001GJzchQAD,,,,,,,,,0068X00001GJzchQAD,2023-06-22T17:42:41.000+0000,2023-01-24T19:22:48.000+0000,0014600001aHXeXAAW,25000,2024-01-01,Prospecting,Renewal,06/30/2023
0068X00001GK9ywQAD,,,,,,,,,0068X00001GK9ywQAD,2023-06-06T23:10:36.000+0000,2023-01-26T17:48:09.000+0000,0014600001ZfPccAAF,,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001GKLv1QAH,,,,,,,,,0068X00001GKLv1QAH,2023-06-22T17:42:36.000+0000,2023-01-30T13:55:00.000+0000,0014o00001fje2vAAA,75000,2024-02-01,Prospecting,Renewal,06/30/2023
0068X00001GKNgyQAH,,,,,,,,,0068X00001GKNgyQAH,2023-06-22T17:42:41.000+0000,2023-01-30T17:48:35.000+0000,0014o00001fjVwhAAE,38000,2024-01-31,Prospecting,Renewal,06/30/2023
0068X00001GKWycQAH,,,,,,,,,0068X00001GKWycQAH,2023-06-22T17:42:36.000+0000,2023-02-01T15:15:09.000+0000,0014o00001fjtG0AAI,20075,2023-10-31,Prospecting,Renewal,06/30/2023
0068X00001GKXYCQA5,,,,,,,,,0068X00001GKXYCQA5,2023-06-22T17:42:36.000+0000,2023-02-01T17:09:06.000+0000,0014600001eJTioAAG,75750,2024-02-01,Prospecting,Renewal,06/30/2023
0068X00001GKvAPQA1,,,,,,,,,0068X00001GKvAPQA1,2023-06-06T23:11:13.000+0000,2023-02-07T16:12:50.000+0000,0018X00003AnDMuQAN,,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001GL7AfQAL,,,,,,,,,0068X00001GL7AfQAL,2023-06-22T17:42:41.000+0000,2023-02-10T14:02:38.000+0000,0014o00001k6pAJAAY,47500,2023-06-30,Prospecting,Add-on,06/30/2023
0068X00001GL8JyQAL,,,,,,,,,0068X00001GL8JyQAL,2023-05-08T17:12:47.000+0000,2023-02-10T18:46:05.000+0000,0014600001eyNlEAAU,,2023-07-31,Prospecting,Add-on,06/30/2023
0068X00001GLMDUQA5,,,,,,,,,0068X00001GLMDUQA5,2023-06-29T19:21:11.000+0000,2023-02-14T14:12:12.000+0000,0018X00003CcayHQAR,70000,2023-05-31,Prospecting,Add-on,06/30/2023
0068X00001HAydpQAD,,,,,,,,,0068X00001HAydpQAD,2023-06-22T17:42:36.000+0000,2023-02-27T11:36:02.000+0000,0014o00001iVjw7AAC,150000,2024-01-31,Prospecting,Renewal,06/30/2023
0068X00001HB0MkQAL,,,,,,,,,0068X00001HB0MkQAL,2023-06-06T23:11:25.000+0000,2023-02-27T16:59:13.000+0000,0018X00003Ao0oEQAR,,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001HB8YEQA1,,,,,,,,,0068X00001HB8YEQA1,2023-06-22T17:42:41.000+0000,2023-03-01T10:43:20.000+0000,0014o00001gMVOEAA4,52010,2024-03-01,Prospecting,Renewal,06/30/2023
0068X00001HBD5WQAX,,,,,,,,,0068X00001HBD5WQAX,2023-05-24T21:33:07.000+0000,2023-03-02T11:33:05.000+0000,0014600001KqwfGAAR,319800,2024-03-15,Prospecting,Renewal,06/30/2023
0068X00001HBc3CQAT,,,,,,,,,0068X00001HBc3CQAT,2023-06-29T20:23:55.000+0000,2023-03-08T23:21:02.000+0000,0018X00003CanAXQAZ,90000,2023-09-30,Qualifying,New Business,06/30/2023
0068X00001HBshNQAT,,,,,,,,,0068X00001HBshNQAT,2023-06-29T19:24:08.000+0000,2023-03-13T15:04:34.000+0000,0014o00001k6pgRAAQ,60000,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001HBsjnQAD,,,,,,,,,0068X00001HBsjnQAD,2023-06-06T23:12:01.000+0000,2023-03-13T15:10:54.000+0000,0018X00003Cb6k7QAB,,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001HBsl0QAD,,,,,,,,,0068X00001HBsl0QAD,2023-06-06T23:12:11.000+0000,2023-03-13T15:15:32.000+0000,0018X00003Cb6m3QAB,,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001HCPdnQAH,,,,,,,,,0068X00001HCPdnQAH,2023-06-22T17:42:41.000+0000,2023-03-21T14:22:45.000+0000,0018X00003CcZkIQAV,70000,2024-05-01,Prospecting,Renewal,06/30/2023
0068X00001HCQgDQAX,,,,,,,,,0068X00001HCQgDQAX,2023-06-29T19:21:23.000+0000,2023-03-21T17:54:33.000+0000,0014600000ixn7SAAQ,60000,2023-07-01,Prospecting,New Business,06/30/2023
0068X00001HCekcQAD,,,,,,,,,0068X00001HCekcQAD,2023-06-22T17:42:41.000+0000,2023-03-24T15:54:32.000+0000,0018X00003CZyNUQA1,12000,2024-04-28,Prospecting,Renewal,06/30/2023
0068X00001HCtkMQAT,,,,,,,,,0068X00001HCtkMQAT,2023-06-22T17:42:41.000+0000,2023-03-28T14:00:29.000+0000,0014600001YXLXyAAP,52000,2023-10-31,Prospecting,Add-on,06/30/2023
0068X00001HD33rQAD,,,,,,,,,0068X00001HD33rQAD,2023-06-06T23:12:21.000+0000,2023-03-30T14:16:13.000+0000,0014o00001k6nIlAAI,,2023-12-31,Prospecting,New Business,06/30/2023
0068X00001HD3B8QAL,,,,,,,,,0068X00001HD3B8QAL,2023-06-15T18:21:42.000+0000,2023-03-30T14:34:48.000+0000,0014o00001k6mBtAAI,,2023-06-28,Prospecting,New Business,06/30/2023
0068X00001HDGz9QAH,,,,,,,,,0068X00001HDGz9QAH,2023-06-22T17:42:36.000+0000,2023-04-03T14:20:42.000+0000,0014o00001k6mafAAA,100000,2025-06-06,Prospecting,Renewal,06/30/2023
0068X00001HDXfTQAX,,,,,,,,,0068X00001HDXfTQAX,2023-06-15T17:01:17.000+0000,2023-04-06T23:43:31.000+0000,0014600001be7fnAAA,,2023-07-05,Prospecting,New Business,06/30/2023
0068X00001HDd03QAD,,,,,,,,,0068X00001HDd03QAD,2023-06-22T17:42:36.000+0000,2023-04-08T13:52:52.000+0000,00146000016ioJXAAY,50000,2024-04-01,Prospecting,Renewal,06/30/2023
0068X00001HDis3QAD,,,,,,,,,0068X00001HDis3QAD,2023-04-26T01:57:18.000+0000,2023-04-10T15:01:42.000+0000,0014600001ZkL9aAAF,,2023-11-01,Prospecting,Add-on,06/30/2023
0068X00001HDivyQAD,,,,,,,,,0068X00001HDivyQAD,2023-06-29T20:16:31.000+0000,2023-04-10T15:10:28.000+0000,0014o00001fjk20AAA,54000,2023-09-30,Validating,New Business,06/30/2023
0068X00001HDpABQA1,,,,,,,,,0068X00001HDpABQA1,2023-06-29T20:20:18.000+0000,2023-04-11T18:32:23.000+0000,0014o00001lcKi4AAE,70000,2023-12-31,Solutioning,New Business,06/30/2023
0068X00001HDvWnQAL,,,,,,,,,0068X00001HDvWnQAL,2023-06-15T16:51:50.000+0000,2023-04-12T23:15:40.000+0000,0014o00001k6rx1AAA,,2023-08-01,Prospecting,New Business,06/30/2023
0068X00001HDxfCQAT,,,,,,,,,0068X00001HDxfCQAT,2023-06-21T16:12:34.000+0000,2023-04-13T12:29:28.000+0000,0014o00001l2ZglAAE,59000,2024-04-30,Prospecting,Renewal,06/30/2023
0068X00001IBDrsQAH,,,,,,,,,0068X00001IBDrsQAH,2023-06-22T17:42:41.000+0000,2023-04-20T10:58:28.000+0000,0014o00001hcAYqAAM,61740,2024-07-31,Prospecting,Renewal,06/30/2023
0068X00001IBJEnQAP,,,,,,,,,0068X00001IBJEnQAP,2023-05-24T21:32:58.000+0000,2023-04-21T13:58:32.000+0000,0014o00001k5vJBAAY,25000,2023-07-01,Evaluating,Add-on,06/30/2023
0068X00001IBJXkQAP,,,,,,,,,0068X00001IBJXkQAP,2023-05-25T15:04:04.000+0000,2023-04-21T14:44:54.000+0000,0014o00001gJyMuAAK,25000,2023-07-01,Prospecting,Add-on,06/30/2023
0068X00001IBaFpQAL,,,,,,,,,0068X00001IBaFpQAL,2023-05-24T21:32:58.000+0000,2023-04-25T15:32:30.000+0000,0014o00001k75SAAAY,25000,2023-09-30,Qualifying,Add-on,06/30/2023
0068X00001IBafmQAD,,,,,,,,,0068X00001IBafmQAD,2023-05-24T21:32:58.000+0000,2023-04-25T17:07:53.000+0000,0014o00001oKoKFAA0,11070,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBailQAD,,,,,,,,,0068X00001IBailQAD,2023-05-24T21:32:58.000+0000,2023-04-25T17:18:27.000+0000,00146000016ioJXAAY,10000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBattQAD,,,,,,,,,0068X00001IBattQAD,2023-05-24T21:32:58.000+0000,2023-04-25T17:51:17.000+0000,0018X00003CcZkIQAV,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBauXQAT,,,,,,,,,0068X00001IBauXQAT,2023-05-24T21:32:58.000+0000,2023-04-25T17:55:35.000+0000,0018X00003CcaM6QAJ,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBaw4QAD,,,,,,,,,0068X00001IBaw4QAD,2023-05-24T21:32:58.000+0000,2023-04-25T18:02:49.000+0000,0014o00001gJ5ChAAK,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBcs4QAD,,,,,,,,,0068X00001IBcs4QAD,2023-05-24T21:32:58.000+0000,2023-04-25T23:41:59.000+0000,0014o00001fjtG0AAI,8030,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdLtQAL,,,,,,,,,0068X00001IBdLtQAL,2023-06-22T17:42:36.000+0000,2023-04-25T23:45:41.000+0000,0014o00001k6mafAAA,0,2023-08-01,Prospecting,Add-on,06/30/2023
0068X00001IBdOOQA1,,,,,,,,,0068X00001IBdOOQA1,2023-05-24T21:32:58.000+0000,2023-04-25T23:47:29.000+0000,0014600001eKpPRAA0,25000,2023-07-24,Prospecting,Add-on,06/30/2023
0068X00001IBdWrQAL,,,,,,,,,0068X00001IBdWrQAL,2023-05-24T21:32:58.000+0000,2023-04-25T23:54:26.000+0000,0014o00001gIkYhAAK,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdgbQAD,,,,,,,,,0068X00001IBdgbQAD,2023-05-24T21:32:58.000+0000,2023-04-26T00:39:52.000+0000,0014o00001fkEFKAA2,10416.5,2023-05-31,Prospecting,Add-on,06/30/2023
0068X00001IBdgcQAD,,,,,,,,,0068X00001IBdgcQAD,2023-05-24T21:32:58.000+0000,2023-04-26T00:44:37.000+0000,0014o00001oKoKFAA0,12500,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdgvQAD,,,,,,,,,0068X00001IBdgvQAD,2023-05-24T21:32:58.000+0000,2023-04-26T00:47:27.000+0000,0014o00001fjtG0AAI,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdheQAD,,,,,,,,,0068X00001IBdheQAD,2023-05-24T21:32:58.000+0000,2023-04-26T00:55:31.000+0000,0014o00001j1P1JAAU,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdicQAD,,,,,,,,,0068X00001IBdicQAD,2023-05-24T21:32:58.000+0000,2023-04-26T01:03:56.000+0000,0014o00001k6uwfAAA,12500,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdjuQAD,,,,,,,,,0068X00001IBdjuQAD,2023-06-15T15:02:36.000+0000,2023-04-26T01:07:24.000+0000,0014600000izBftAAE,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdl2QAD,,,,,,,,,0068X00001IBdl2QAD,2023-06-22T17:42:36.000+0000,2023-04-26T01:09:33.000+0000,0014600001eJTioAAG,0,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdl3QAD,,,,,,,,,0068X00001IBdl3QAD,2023-06-29T19:22:21.000+0000,2023-04-26T01:11:28.000+0000,0014o00001hc9cXAAQ,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdlMQAT,,,,,,,,,0068X00001IBdlMQAT,2023-05-24T21:32:58.000+0000,2023-04-26T01:14:12.000+0000,0014600001eyNlEAAU,25000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdm0QAD,,,,,,,,,0068X00001IBdm0QAD,2023-06-22T17:42:41.000+0000,2023-04-26T01:18:42.000+0000,0014600001ey0jEAAQ,0,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBdrAQAT,,,,,,,,,0068X00001IBdrAQAT,2023-06-22T17:42:36.000+0000,2023-04-26T01:47:51.000+0000,0014o00001k6qW1AAI,78782,2023-08-01,Prospecting,Add-on,06/30/2023
0068X00001IBdrUQAT,,,,,,,,,0068X00001IBdrUQAT,2023-06-22T17:42:36.000+0000,2023-04-26T01:53:11.000+0000,0014600001aHWSAAA4,84000,2023-08-31,Prospecting,Add-on,06/30/2023
0068X00001IBfIhQAL,,,,,,,,,0068X00001IBfIhQAL,2023-05-24T21:32:58.000+0000,2023-04-26T10:23:50.000+0000,0014o00001k6oXEAAY,8000,2023-09-01,Prospecting,Add-on,06/30/2023
0068X00001IBgmjQAD,,,,,,,,,0068X00001IBgmjQAD,2023-05-24T21:51:33.000+0000,2023-04-26T15:51:28.000+0000,0018X00003CdJ5yQAF,540000.02,2024-03-15,Prospecting,Renewal,06/30/2023
0068X00001IBkraQAD,,,,,,,,,0068X00001IBkraQAD,2023-05-24T21:32:58.000+0000,2023-04-27T12:51:03.000+0000,0014o00001k6uwfAAA,16500,2024-12-31,Prospecting,Add-on,06/30/2023
0068X00001IBkyTQAT,,,,,,,,,0068X00001IBkyTQAT,2023-05-24T21:32:58.000+0000,2023-04-27T13:18:33.000+0000,0014o00001k6r5nAAA,25000,2023-09-01,Prospecting,Add-on,06/30/2023
0068X00001IBkynQAD,,,,,,,,,0068X00001IBkynQAD,2023-05-24T21:32:58.000+0000,2023-04-27T13:20:25.000+0000,0014o00001k6r5nAAA,7500,2025-12-31,Prospecting,Add-on,06/30/2023
0068X00001IBkzTQAT,,,,,,,,,0068X00001IBkzTQAT,2023-05-24T21:32:58.000+0000,2023-04-27T13:23:17.000+0000,0014o00001k6mafAAA,20000,2025-12-31,Prospecting,Add-on,06/30/2023
0068X00001IBs5NQAT,,,,,,,,,0068X00001IBs5NQAT,2023-06-22T17:42:41.000+0000,2023-04-28T13:05:48.000+0000,0018X00003CcaM6QAJ,70000,2024-05-01,Prospecting,Renewal,06/30/2023
0068X00001IBsQAQA1,,,,,,,,,0068X00001IBsQAQA1,2023-06-22T17:42:41.000+0000,2023-04-28T14:19:53.000+0000,0014o00001l2PpRAAU,45500,2024-04-30,Prospecting,Renewal,06/30/2023
0068X00001ICD5CQAX,,,,,,,,,0068X00001ICD5CQAX,2023-06-29T20:18:04.000+0000,2023-05-02T22:17:26.000+0000,0014o00001k6mMpAAI,130000,2023-10-31,Solutioning,New Business,06/30/2023
0068X00001ICH3OQAX,,,,,,,,,0068X00001ICH3OQAX,2023-06-22T17:42:36.000+0000,2023-05-03T13:16:28.000+0000,0014600001eKpPRAA0,17938,2023-08-06,Prospecting,Renewal,06/30/2023
0068X00001ICNJtQAP,,,,,,,,,0068X00001ICNJtQAP,2023-06-22T17:42:36.000+0000,2023-05-04T17:02:41.000+0000,0014o00001iVjw7AAC,0,2023-07-01,Evaluating,Add-on,06/30/2023
0068X00001ICPbeQAH,,,,,,,,,0068X00001ICPbeQAH,2023-05-04T23:34:15.000+0000,2023-05-04T23:32:51.000+0000,0014o00001hckVfAAI,50000,2024-05-01,Prospecting,Add-on,06/30/2023
0068X00001ICPdQQAX,,,,,,,,,0068X00001ICPdQQAX,2023-06-29T19:23:15.000+0000,2023-05-04T23:33:57.000+0000,0014o00001hckVfAAI,35000,2023-12-31,Prospecting,Add-on,06/30/2023
0068X00001ICgfrQAD,,,,,,,,,0068X00001ICgfrQAD,2023-06-21T15:45:27.000+0000,2023-05-08T15:59:20.000+0000,0014o00001gLIMRAA4,130000,2023-11-30,Prospecting,New Business,06/30/2023
0068X00001ICkObQAL,,,,,,,,,0068X00001ICkObQAL,2023-06-22T17:42:41.000+0000,2023-05-09T09:53:30.000+0000,0018X00003Cca6qQAB,64500,2024-05-01,Prospecting,Renewal,06/30/2023
0068X00001ICm57QAD,,,,,,,,,0068X00001ICm57QAD,2023-06-29T20:19:20.000+0000,2023-05-09T16:02:57.000+0000,0014o00001fk2XtAAI,130000,2023-10-31,Solutioning,New Business,06/30/2023
0068X00001ICs9uQAD,,,,,,,,,0068X00001ICs9uQAD,2023-06-12T18:56:00.000+0000,2023-05-10T16:42:44.000+0000,0014o00001l4zqAAAQ,60000,2024-03-31,Prospecting,Add-on,06/30/2023
0068X00001IDOOHQA5,,,,,,,,,0068X00001IDOOHQA5,2023-05-30T15:25:46.000+0000,2023-05-16T18:32:34.000+0000,0014o00001k6mvDAAQ,91000,2024-05-17,Prospecting,Renewal,06/30/2023
0068X00001JK7dgQAD,,,,,,,,,0068X00001JK7dgQAD,2023-06-26T19:26:23.000+0000,2023-06-20T14:21:47.000+0000,0014600001ey0jEAAQ,182490.88,2024-08-01,Prospecting,Renewal,06/30/2023
0068X00001JKLj4QAH,,,,,,,,,0068X00001JKLj4QAH,2023-06-22T17:42:41.000+0000,2023-06-05T16:38:16.000+0000,0014600001ZkL9aAAF,108240,2024-07-01,Prospecting,Renewal,06/30/2023
0068X00001JKSuYQAX,,,,,,,,,0068X00001JKSuYQAX,2023-06-29T20:15:54.000+0000,2023-06-06T18:08:19.000+0000,0014o00001k6rEbAAI,20000,2023-08-31,Validating,New Business,06/30/2023
